0,0,0,0
0.022266291,-0.013665791,0.002590801,-0.001590087
0.05647812,-0.036008301,0.010025928,-0.006309872
0.081326325,-0.055727921,0.021967052,-0.014367372
0.08073464,-0.064164607,0.035341329,-0.024519096
0.052981535,-0.060273126,0.045964102,-0.034916101
0.010315702,-0.050446783,0.050705313,-0.044251519
-0.029204522,-0.044154777,0.048887616,-0.052500966
-0.052187881,-0.048332363,0.042209382,-0.060874508
-0.056655289,-0.063769851,0.033391161,-0.071085647
-0.051743849,-0.08527576,0.024431084,-0.084411646
-0.051306083,-0.105112626,0.015474658,-0.101084055
-0.065602403,-0.117455138,0.004855997,-0.12030805
-0.095875948,-0.12130336,-0.00983923,-0.140830336
-0.134486267,-0.120416213,-0.030385827,-0.16168216
-0.169922307,-0.120629428,-0.057006051,-0.18266864
-0.193400855,-0.126323575,-0.08838267,-0.204362548
-0.203243541,-0.138082808,-0.122490003,-0.227660515
-0.204866233,-0.152705417,-0.157696383,-0.253194586
-0.206869411,-0.165304226,-0.193502192,-0.280939963
-0.215812948,-0.172111891,-0.230548438,-0.31021455
-0.232700663,-0.172369261,-0.269973138,-0.34002882
-0.252926512,-0.16835766,-0.312544041,-0.369556214
-0.269334769,-0.163761378,-0.358072865,-0.39845318
-0.276368488,-0.161446239,-0.405406074,-0.426870624
-0.272902304,-0.161942838,-0.452937435,-0.455186011
-0.262343485,-0.163393538,-0.499306273,-0.483636174
-0.250245116,-0.162832469,-0.543879893,-0.51206598
-0.241019173,-0.157947396,-0.586781621,-0.539920596
-0.235659095,-0.148299789,-0.628502378,-0.566460932
-0.231615838,-0.135389891,-0.669359023,-0.59106104
-0.224659202,-0.121656945,-0.70911819,-0.613416504
-0.211480418,-0.109081497,-0.74697811,-0.633560534
-0.191519393,-0.098202782,-0.781882376,-0.651701623
-0.167093028,-0.088046338,-0.812959288,-0.66799331
-0.141938042,-0.076901106,-0.8398335,-0.682371722
-0.119142748,-0.063423703,-0.862654459,-0.694544209
-0.099672096,-0.047424372,-0.88185882,-0.704119781
-0.082231391,-0.029935085,-0.897828331,-0.710794743
-0.064394751,-0.012599525,-0.910644171,-0.714485752
-0.044235464,0.003206069,-0.920063147,-0.715343045
-0.021502334,0.017008675,-0.925704716,-0.71364976
0.002259061,0.029308594,-0.927322385,-0.709675122
0.024594084,0.041108546,-0.924999957,-0.703567046
0.04343854,0.053221775,-0.91917151,-0.695338386
0.058071184,0.065765873,-0.910471806,-0.684943293
0.069234503,0.078102068,-0.899516104,-0.672390674
0.07845028,0.08920574,-0.886736099,-0.657826908
0.086996957,0.098217722,-0.872353542,-0.641544169
0.095150846,0.104853642,-0.856488052,-0.623916313
0.102081653,0.10946193,-0.839321816,-0.605303888
0.106389184,0.112737513,-0.821220794,-0.585982141
0.106915949,0.115286988,-0.802746884,-0.566127308
0.103358002,0.117301305,-0.784562664,-0.545860404
0.09635952,0.118504558,-0.767289319,-0.525316138
